ENSP00000493376	A0A2U3U0J3
ENSP00000387395	C9JW04
ENSP00000398266	Q14524
ENSP00000410257	H9KVD2
ENSP00000328968	Q14524
ENSP00000399524	E9PHB6
ENSP00000403355	K4DIA1
ENSP00000413996	A0A0A0MT39
ENSP00000398962	E9PG18
ENSP00000399967	C9JWX0
ENSP00000410596	C9J397
ENSP00000394950	P32241
ENSP00000415371	P32241
ENSP00000445701	P32241
ENSP00000327246	P32241
ENSP00000394277	P43251
ENSP00000394277	C9JSN9
ENSP00000494864	A0A2R8Y5J9
ENSP00000414576	Q9BRL7
ENSP00000273156	Q9BRL7
ENSP00000407564	Q9BRL7
ENSP00000264454	Q9BRL7
ENSP00000340361	Q13705
ENSP00000391170	C9J448
ENSP00000404305	Q9Y2C4
ENSP00000287675	Q9Y2C4
ENSP00000487559	F2Z2D3
ENSP00000393882	C9K0P2
ENSP00000478458	Q9UPR0
ENSP00000399518	Q01826
ENSP00000399708	Q01826
ENSP00000402982	C9JP21
ENSP00000406727	C9IZC5
ENSP00000390529	Q01826
ENSP00000390529	C9JGL9
ENSP00000398072	Q01826
ENSP00000398072	C9J7F3
ENSP00000408871	C9JLL5
ENSP00000453908	H0YN86
ENSP00000391344	C9J3I0
ENSP00000341024	Q01826
ENSP00000424998	F2Z3C3
ENSP00000415379	C9JED7
ENSP00000328813	Q96L42
ENSP00000382379	O15084
ENSP00000485421	O15084
ENSP00000414159	C9JNM0
ENSP00000396850	C9JIU4
ENSP00000408603	C9JMP7
ENSP00000397170	C9J2R1
ENSP00000335657	P06307
ENSP00000379472	P06307
ENSP00000409124	P06307
ENSP00000391957	C9J9A4
ENSP00000232978	P30414
ENSP00000415063	H7C408
ENSP00000415034	Q6ZNJ1
ENSP00000295824	Q8N7U6
ENSP00000342263	Q8N7U6
ENSP00000416263	Q8WUD4
ENSP00000292314	J3KR35
ENSP00000394520	A0A1D5RMP0
ENSP00000373702	A8MPX8
ENSP00000408242	C9JNW1
ENSP00000403478	C9JDT8
ENSP00000415013	C9JH33
ENSP00000263754	Q92831
ENSP00000396778	H7C0U4
ENSP00000344260	Q8N3T1
ENSP00000395873	C9JGI4
ENSP00000394957	Q5FBB7
ENSP00000410458	Q5FBB7
ENSP00000389034	Q5FBB7
ENSP00000394613	Q5FBB7
ENSP00000306581	Q5FBB7
ENSP00000394625	Q5FBB7
ENSP00000263753	Q5FBB7
ENSP00000414960	Q5FBB7
ENSP00000413070	Q5FBB7
ENSP00000414129	Q5FBB7
ENSP00000411200	Q5FBB7
ENSP00000287748	Q96KX0
ENSP00000387897	Q96KX0
ENSP00000281523	Q9H6B1
ENSP00000389872	C9JLB7
ENSP00000476239	U3KQU8
ENSP00000487136	C9JLB7
ENSP00000285083	Q96HP4
ENSP00000475547	Q96HP4
ENSP00000412836	Q9UPR0
ENSP00000303709	P51965
ENSP00000329113	P51965
ENSP00000475890	B7Z306
ENSP00000411351	P51965
ENSP00000393088	H7C061
ENSP00000410652	C9J2P0
ENSP00000403926	G3XAJ6
ENSP00000334153	Q14699
ENSP00000392800	C9J180
ENSP00000379931	Q96LR5
ENSP00000401053	Q96LR5
ENSP00000403997	C9JHG2
ENSP00000409427	C9JRN3
ENSP00000388718	C9JRN3
ENSP00000393216	C9JWQ9
ENSP00000495609	A0A2R8YG37
ENSP00000419599	Q96FX2
ENSP00000373285	Q96FX2
ENSP00000273047	P20339
ENSP00000398450	C9J3X8
ENSP00000411941	P20339
ENSP00000386759	Q9BYW2
ENSP00000491413	A0A1W2PPX9
ENSP00000416401	C9JG86
ENSP00000232974	Q9UFB7
ENSP00000401115	Q9UHA2
ENSP00000011691	Q9UHA2
ENSP00000390259	A8K7K2
ENSP00000408660	C9JMM5
ENSP00000420968	D6RDG5
ENSP00000496982	A0A3B3IRZ5
ENSP00000309836	Q8IYE1
ENSP00000473887	S4R331
ENSP00000387490	C9JUN5
ENSP00000287777	Q2TBA0
ENSP00000405423	Q9HCP6
ENSP00000310621	Q9HCP6
ENSP00000333674	Q14524
ENSP00000333674	A3EY21
ENSP00000373411	Q9NYS0
ENSP00000393785	Q9NYS0
ENSP00000392307	Q9NYS0
ENSP00000400385	Q9NYS0
ENSP00000483749	Q9NYS0
ENSP00000406543	G5E9P3
ENSP00000396063	G5E9P3
ENSP00000415225	G5E9P3
ENSP00000394214	Q9NYS0
ENSP00000390600	Q9Y5Y9
ENSP00000495595	A0A2R8Y6J6
ENSP00000403787	C9JJ25
ENSP00000319393	Q9Y241
ENSP00000402160	Q9Y241
ENSP00000398064	Q9Y241
ENSP00000408289	C9JNU6
ENSP00000408945	F8WE97
ENSP00000405047	Q6ZS27
ENSP00000329264	Q6ZS27
ENSP00000395779	C9JHL0
ENSP00000404499	C9JFR9
ENSP00000396150	O00590
ENSP00000416996	O00590
ENSP00000476901	V9GYM0
ENSP00000477475	V9GZ70
ENSP00000477157	V9GYX0
ENSP00000476581	V9GYB7
ENSP00000265529	Q9HAQ2
ENSP00000414987	Q9HAQ2
ENSP00000391100	Q9HAQ2
ENSP00000310241	Q9Y226
ENSP00000415351	C9JEF1
ENSP00000497644	A0A3B3ITC0
ENSP00000413810	C9JKQ1
ENSP00000408999	C9JL39
ENSP00000442528	F5H7H1
ENSP00000309334	P61313
ENSP00000387925	E7EX53
ENSP00000483260	P61313
ENSP00000405590	E7EQV9
ENSP00000416692	P61313
ENSP00000495696	A0A2R8YEM3
ENSP00000398788	P61313
ENSP00000411176	E7ENU7
ENSP00000388529	P61313
ENSP00000493759	P61313
ENSP00000495694	A0A2R8Y738
ENSP00000346867	P61313
ENSP00000348827	P10828
ENSP00000310006	Q14995
ENSP00000496509	P10828
ENSP00000496029	P10828
ENSP00000493709	P10828
ENSP00000494618	P10828
ENSP00000496616	P10828
ENSP00000496686	P10828
ENSP00000414444	P10828
ENSP00000280696	P10828
ENSP00000379904	P10828
ENSP00000399573	C9JTN1
ENSP00000391391	P10826
ENSP00000373282	P10826
ENSP00000373282	D6RBI3
ENSP00000398840	P10826
ENSP00000404233	C9JHC2
ENSP00000332296	P10826
ENSP00000414100	C9JNQ4
ENSP00000388467	A0A0C4DG57
ENSP00000414910	J3KR21
ENSP00000395362	C9JJM3
ENSP00000393932	C9JZS5
ENSP00000493717	E7ERA2
ENSP00000408243	E7ERA2
ENSP00000264331	Q02880
ENSP00000396704	Q02880
ENSP00000307599	Q9UI33
ENSP00000416757	Q9UI33
ENSP00000391112	E9PCY5
ENSP00000477043	V9GYS6
ENSP00000373254	C9JBD0
ENSP00000388094	C9JBD0
ENSP00000439905	F5H4W4
ENSP00000407301	Q9UFP1
ENSP00000409516	E7EUC4
ENSP00000401246	Q9NRH2
ENSP00000411375	Q9NRH2
ENSP00000296088	Q9NRH2
ENSP00000318867	Q9UNU6
ENSP00000408028	Q9UI33
ENSP00000307491	Q8TAF3
ENSP00000408992	Q8NAT1
ENSP00000344125	Q8NAT1
ENSP00000416900	C9JC24
ENSP00000379886	Q96IV0
ENSP00000307980	A0A0C4DFP4
ENSP00000389888	Q96IV0
ENSP00000387430	Q96IV0
ENSP00000280700	Q96IV0
ENSP00000412946	C9JU75
ENSP00000402845	C9JQC9
ENSP00000394119	Q9NW15
ENSP00000399103	C9IYD3
ENSP00000292246	Q9NW15
ENSP00000397360	C9JA49
ENSP00000327767	Q9NW15
ENSP00000406712	C9IZD0
ENSP00000379398	Q9NW15
ENSP00000404988	C9JJS5
ENSP00000396990	Q9NW15
ENSP00000406432	C9J670
ENSP00000416266	C9JH90
ENSP00000402010	C9JPY2
ENSP00000392334	C9J2G3
ENSP00000280701	Q9NWU1
ENSP00000411303	Q9NWU1
ENSP00000409817	C9JQQ2
ENSP00000487031	F8VNS3
ENSP00000469493	P28698
ENSP00000215057	P28698
ENSP00000313869	Q9BQQ3
ENSP00000395709	B3KPY8
ENSP00000419123	B4E1H8
ENSP00000390849	A0A2U3TZT9
ENSP00000412014	C9J1D1
ENSP00000494478	C9J1D1
ENSP00000495778	Q8WTS1
ENSP00000391582	C9JBM3
ENSP00000379388	Q8N3R3
ENSP00000341539	Q8N3R3
ENSP00000489162	A0A0U1RQT4
ENSP00000373252	Q8N3R3
ENSP00000402581	Q8N3R3
ENSP00000310303	Q8N9V7
ENSP00000410882	Q8NDW8
ENSP00000398211	Q8NDW8
ENSP00000392993	C9J0V5
ENSP00000405976	C9J5S6
ENSP00000273153	Q96S65
ENSP00000422532	Q96S65
ENSP00000411104	C9J9V9
ENSP00000253023	P61081
ENSP00000379880	Q96PB8
ENSP00000389764	C9JMC7
ENSP00000398184	C9J6A1
ENSP00000406370	Q96PB8
ENSP00000394940	Q96PB8
ENSP00000295720	Q6ZWH5
ENSP00000373281	Q6ZWH5
ENSP00000395849	Q6ZWH5
ENSP00000343847	Q6ZWH5
ENSP00000395338	C9JJN0
ENSP00000379387	P59923
ENSP00000413073	P59923
ENSP00000416681	Q9P0L1
ENSP00000345404	Q9P0L1
ENSP00000273320	Q9P0L1
ENSP00000405034	C9J6L6
ENSP00000389243	H7BZE7
ENSP00000395524	Q9P0L1
ENSP00000497125	A0A3B3ISA9
ENSP00000389841	Q6ZMS4
ENSP00000324605	Q6AZW8
ENSP00000394713	C9JQH5
ENSP00000373250	O14709
ENSP00000345809	O14709
ENSP00000373251	O14709
ENSP00000379370	O14709
ENSP00000406469	Q8TBZ5
ENSP00000296091	Q8TBZ5
ENSP00000397390	Q8TBZ5
ENSP00000404354	C9JGR2
ENSP00000391573	C9J011
ENSP00000296092	C9J011
ENSP00000401311	C9J011
ENSP00000379368	P13682
ENSP00000404336	C9JGS9
ENSP00000389982	C9JKA9
ENSP00000324020	Q9NS87
ENSP00000425499	D6RCT7
ENSP00000379363	Q96CX3
ENSP00000482632	Q96CX3
ENSP00000296121	Q96AT1
ENSP00000401717	C9JLT3
ENSP00000405284	C9J3N9
ENSP00000411996	C9J3D4
ENSP00000395502	Q9NYG2
ENSP00000345268	F8W6M3
ENSP00000408294	C9JNU5
ENSP00000404108	H0Y6A5
ENSP00000296127	Q9NYG2
ENSP00000265564	Q15024
ENSP00000412893	E9PHM2
ENSP00000495093	Q15031
ENSP00000495707	Q15031
ENSP00000265537	A0A499FJL2
ENSP00000472680	O43633
ENSP00000310440	O43633
ENSP00000469240	O43633
ENSP00000469378	P28698
ENSP00000399342	Q9H5V8
ENSP00000296129	Q9H5V8
ENSP00000471961	O43633
ENSP00000471961	M0R1L7
ENSP00000296130	P05452
ENSP00000396013	E9PHK0
ENSP00000296125	P49221
ENSP00000306564	Q69YG0
ENSP00000401388	C9JYR8
ENSP00000468940	M0QX69
ENSP00000472123	M0R1U5
ENSP00000422431	Q8WZ71
ENSP00000469855	M0QYI6
ENSP00000472454	M0R2C0
ENSP00000394537	C9JRJ5
ENSP00000273317	Q9UGP4
ENSP00000494518	A0A2R8Y5G6
ENSP00000494040	O00571
ENSP00000487224	O00571
ENSP00000486306	A0A0D9SF53
ENSP00000486443	A0A0D9SFB3
ENSP00000392494	O00571
ENSP00000414281	F6S8Q4
ENSP00000493819	A0A2R8Y4A4
ENSP00000494952	A0A2R8Y645
ENSP00000496222	A0A2R8YF78
ENSP00000496663	A0A2R8YFR4
ENSP00000382840	A0A2U3TZJ9
ENSP00000495377	A0A2R8YFS5
ENSP00000493475	A0A2R8YCW1
ENSP00000496257	A0A2R8YF89
ENSP00000496524	A0A2R8Y5G6
ENSP00000496052	A0A2R8Y7T2
ENSP00000493795	A0A2R8Y7T2
ENSP00000496356	A0A2R8Y7T2
ENSP00000494887	A0A2R8YDT5
ENSP00000412240	C9J0R9
ENSP00000296135	Q9NQ48
ENSP00000441784	Q9NQ48
ENSP00000350256	P51686
ENSP00000393267	C9JWC0
ENSP00000373713	Q9NTJ5
ENSP00000411966	Q9NTJ5
ENSP00000411966	C9J3E3
ENSP00000379292	P51686
ENSP00000396387	E9PGZ4
ENSP00000345182	P78527
ENSP00000313420	P78527
ENSP00000386165	P49716
ENSP00000296133	Q9NP91
ENSP00000346298	Q9NP91
ENSP00000398517	C9J2W6
ENSP00000469453	O43633
ENSP00000469453	M0QXX8
ENSP00000498202	A0A3B3IU45
ENSP00000262105	P33991
ENSP00000496964	P33991
ENSP00000497093	A0A3B3IS57
ENSP00000427875	E5RG31
ENSP00000497881	A0A3B3ITP6
ENSP00000497648	A0A3B3IT92
ENSP00000342667	Q9NV58
ENSP00000428840	P11940
ENSP00000428840	H0YB75
ENSP00000354109	Q8NE09
ENSP00000430106	E5RGX2
ENSP00000428968	Q9NV58
ENSP00000313007	P11940
ENSP00000342889	P53803
ENSP00000429594	E7EQV3
ENSP00000429382	G3V112
ENSP00000429395	E7ERJ7
ENSP00000428212	Q8NE09
ENSP00000428030	H0YAS7
ENSP00000430329	E5RFR3
ENSP00000427754	E5RGJ7
ENSP00000431077	E7ETB2
ENSP00000429549	E7EQV8
ENSP00000427716	Q07617
ENSP00000251809	Q07617
ENSP00000428070	Q07617
ENSP00000373450	Q07617
ENSP00000478108	A0A087WTT1
ENSP00000429841	E7EQ63
ENSP00000396218	O00574
ENSP00000304414	O00574
ENSP00000395704	O00574
ENSP00000396886	O00574
ENSP00000403293	Q4G163
ENSP00000473561	Q96B02
ENSP00000397453	X6REH9
ENSP00000428813	Q96B02
ENSP00000430105	B7Z8V9
ENSP00000429746	Q9H336
ENSP00000262207	Q9H336
ENSP00000430848	E7EVZ1
ENSP00000429495	E5RI93
ENSP00000288381	A1PI58
ENSP00000218006	P51841
ENSP00000361080	O75914
ENSP00000441452	Q8NET4
ENSP00000384075	Q5U3C3
ENSP00000473408	R4GMY8
ENSP00000429113	O75914
ENSP00000419786	Q8NET4
ENSP00000361143	Q5U3C3
ENSP00000361077	O75914
ENSP00000361138	Q5U3C3
ENSP00000428921	O75914
ENSP00000389172	O75914
ENSP00000353864	O75914
ENSP00000262836	O75914
ENSP00000401982	O75914
ENSP00000410853	O75914
ENSP00000428334	Q15369
ENSP00000478121	Q15369
ENSP00000430224	Q15369
ENSP00000428171	Q15369
ENSP00000429596	A0A8J9AD82
ENSP00000284811	Q15369
ENSP00000429906	Q15369
ENSP00000428074	Q15369
ENSP00000361115	A0A452Q6Z9
ENSP00000378276	Q9BU40
ENSP00000361112	Q9BU40
ENSP00000418443	Q9BU40
ENSP00000399739	Q9BU40
ENSP00000379701	A0A6E1WB48
ENSP00000361202	A0A804CF45
ENSP00000429789	E5RHG8
ENSP00000346339	Q14541
ENSP00000397305	A3KCU8
ENSP00000430553	E5RJH6
ENSP00000429015	Q86W74
ENSP00000429161	A0A0C4DGD6
ENSP00000335287	Q86W74
ENSP00000430056	Q86W74
ENSP00000428388	Q86W74
ENSP00000430827	E5RI04
ENSP00000262844	Q9Y4X0
ENSP00000361129	Q9Y4X0
ENSP00000361127	Q9Y4X0
ENSP00000218004	Q9NPJ8
ENSP00000361178	Q9NPJ8
ENSP00000361179	Q9NPJ8
ENSP00000361175	Q9NPJ8
ENSP00000428525	E5RHS1
ENSP00000427775	E5RG79
ENSP00000427739	E5RGK3
ENSP00000429467	Q9BUB7
ENSP00000312599	Q9BUB7
ENSP00000428209	Q15819
ENSP00000428818	G3V113
ENSP00000429886	G3V113
ENSP00000351881	J3KP26
ENSP00000429119	P11940
ENSP00000429119	E5RJB9
ENSP00000430533	Q9Y6Y9
ENSP00000284818	Q9Y6Y9
ENSP00000430357	E5RFM7
ENSP00000430159	E5RGH3
ENSP00000430012	P11940
ENSP00000430012	E5RH24
ENSP00000349543	P28328
ENSP00000428590	P28328
ENSP00000428638	P28328
ENSP00000430800	E5RI20
ENSP00000344488	Q9HDC5
ENSP00000429647	E5RHV2
ENSP00000430395	Q8NET4
ENSP00000430395	E5RKA1
ENSP00000429790	P11940
ENSP00000429790	E5RHG7
ENSP00000400873	Q9HAE3
ENSP00000262103	Q9HAE3
ENSP00000430765	Q9HAE3
ENSP00000428937	E5RFD8
ENSP00000340328	Q9GZU5
ENSP00000367465	Q9GZU5
ENSP00000361173	Q9UJ90
ENSP00000339787	O60488
ENSP00000262835	O60488
ENSP00000419171	O60488
ENSP00000429304	E5RIW9
ENSP00000220822	Q8TB36
ENSP00000428749	P11940
ENSP00000428749	E5RGC4
ENSP00000429032	E5RJM8
ENSP00000312368	Q8N9S9
ENSP00000405024	Q8N9S9
ENSP00000417006	A0A7I2RYU0
ENSP00000379287	P63104
ENSP00000379288	P63104
ENSP00000398599	P63104
ENSP00000379286	P63104
ENSP00000309503	P63104
ENSP00000430072	P63104
ENSP00000429623	B7Z2E6
ENSP00000428775	B7Z2E6
ENSP00000379283	P63104
ENSP00000379278	B0AZS6
ENSP00000379281	P63104
ENSP00000395114	P63104
ENSP00000430058	E7EX29
ENSP00000020945	O43623
ENSP00000441157	F5GX40
ENSP00000380034	A0A1X7SC17
ENSP00000398007	A0A2U3TZN6
ENSP00000367400	A0A2U3TZM1
ENSP00000367396	O14936
ENSP00000367410	Q5JS79
ENSP00000367408	A0A2U3TZM4
ENSP00000494183	O14936
ENSP00000400526	A0A7I2RJN6
ENSP00000495357	A0A2R8YE77
ENSP00000494788	O14936
ENSP00000495291	O14936
ENSP00000495291	A0A2R8YFN5
ENSP00000495510	A0A2R8Y6F8
ENSP00000367405	O14936
ENSP00000494409	A0A2R8YEK3
ENSP00000424808	D6RF95
ENSP00000425408	O60488
ENSP00000493997	A0A2R8YF31
ENSP00000425378	D6RDA8
ENSP00000263849	Q96GY0
ENSP00000497041	O43692
ENSP00000260113	O43692
ENSP00000428567	O43692
ENSP00000379696	P61925
ENSP00000336552	P61925
ENSP00000430887	P61925
ENSP00000428210	E5RJK2
ENSP00000263851	P13232
ENSP00000368408	Q5FBX5
ENSP00000438922	A0A0A0MTG5
ENSP00000427750	P13232
ENSP00000382561	Q8WWR9
ENSP00000304926	Q8WWR9
ENSP00000430392	Q8WWR9
ENSP00000428773	Q8WWR9
ENSP00000428855	E5RFI8
ENSP00000429276	Q9NSN8
ENSP00000493900	Q9NSN8
ENSP00000494929	A0A2R8Y631
ENSP00000494759	A0A2R8YF28
ENSP00000495470	A0A2R8Y6P6
ENSP00000496147	A0A2R8YGL5
ENSP00000495100	A0A2R8YFF5
ENSP00000495550	A0A2R8YEF7
ENSP00000431123	Q9NSN8
ENSP00000494442	A0A2R8Y5G8
ENSP00000429363	E5RIN0
ENSP00000496330	A0A2R8Y7J9
ENSP00000494713	A0A2R8Y5T2
ENSP00000429198	E5RJ23
ENSP00000276055	Q9NS84
ENSP00000483595	A0A087X0R0
ENSP00000443078	F5H5V6
ENSP00000372355	F8W8R6
ENSP00000437405	F5H6S1
ENSP00000367203	O15550
ENSP00000479377	Q92613
ENSP00000481850	Q92613
ENSP00000317214	Q9Y6Q1
ENSP00000430903	E5RHE4
ENSP00000427930	E5RFV6
ENSP00000480916	A0A087WXD1
ENSP00000330320	Q96T83
ENSP00000428262	E5RJE9
ENSP00000392990	Q9NP73
ENSP00000490614	A8K340
ENSP00000378260	Q9NP73
ENSP00000350776	A0A9S7JGE9
ENSP00000361061	A0A804CF28
ENSP00000490878	A0A1B0GWD1
ENSP00000348553	A8K340
ENSP00000419861	O43602
ENSP00000490357	A8K340
ENSP00000490448	A0A9S7N7F7
ENSP00000489635	O43602
ENSP00000404796	Q5JRS3
ENSP00000338413	P22314
ENSP00000401101	Q5JRS2
ENSP00000366568	P22314
ENSP00000415033	Q5JRR9
ENSP00000397816	Q5JRS1
ENSP00000389583	Q5JRS0
ENSP00000493518	A0A2R8Y3B3
ENSP00000494388	A0A2R8YEJ7
ENSP00000495232	A0A2R8Y6D8
ENSP00000480711	A0A087WX43
ENSP00000485067	A0A096LNJ4
ENSP00000485333	A0A096LP10
ENSP00000477513	A0A087WT15
ENSP00000485392	A0A087WT15
ENSP00000361047	Q9NP73
ENSP00000406568	Q15493
ENSP00000380365	Q15493
ENSP00000253303	Q15493
ENSP00000338400	Q15493
ENSP00000496025	A0A2R8YGH2
ENSP00000494144	A0A2R8Y4K4
ENSP00000366829	P98175
ENSP00000486115	P98175
ENSP00000329659	P98175
ENSP00000328848	P98175
ENSP00000381086	Q9H7Y0
ENSP00000367168	Q9H7Y0
ENSP00000367042	Q9NX14
ENSP00000276062	A0A8J8YU24
ENSP00000345797	Q5JUW0
ENSP00000298190	Q5JUW0
ENSP00000367152	Q5JUW0
ENSP00000418205	C9J804
ENSP00000418146	C9J950
ENSP00000418076	Q5JUW0
ENSP00000391009	F2Z3N8
ENSP00000400584	F2Z2B6
ENSP00000440846	P21397
ENSP00000367384	Q9UPC5
ENSP00000340684	P21397
ENSP00000367378	Q9UPC5
ENSP00000498130	Q9UPC5
ENSP00000490336	O14990
ENSP00000218340	O75695
ENSP00000367309	P27338
ENSP00000303549	Q96P67
ENSP00000494958	A0A2R8YDV6
ENSP00000429148	Q2M3X9
ENSP00000428248	Q2M3X9
ENSP00000428521	E5RHS3
ENSP00000276480	O60284
ENSP00000361026	A6NP16
ENSP00000361027	Q4VCS5
ENSP00000305557	Q4VCS5
ENSP00000361030	E7ERM3
ENSP00000262839	Q9UL62
ENSP00000485624	A0A096LPI3
ENSP00000490068	E7EU50
ENSP00000495972	Q00604
ENSP00000495811	Q00604
ENSP00000418811	E7EU50
ENSP00000348645	A1KZ92
ENSP00000404232	Q5JST6
ENSP00000340590	Q6ZR62
ENSP00000343244	Q9H596
ENSP00000361036	Q86WI0
ENSP00000490917	A0A1B0GWG4
ENSP00000478793	A0A087WUN6
ENSP00000490533	A6NMA1
ENSP00000490135	A6NMA1
ENSP00000490633	A6NMA1
ENSP00000361019	P28335
ENSP00000276198	P28335
ENSP00000361018	P28335
ENSP00000367284	Q8IVP5
ENSP00000361004	Q14627
ENSP00000243213	Q14627
ENSP00000439366	Q5VUJ6
ENSP00000325091	Q5VUJ6
ENSP00000348163	P13797
ENSP00000289290	P13797
ENSP00000445339	P13797
ENSP00000429646	E5RHV3
ENSP00000428096	E5RK88
ENSP00000430953	Q6UXT8
ENSP00000351345	Q6UXT8
ENSP00000429041	E7ESK7
ENSP00000025008	Q8TDY2
ENSP00000265572	P41145
ENSP00000396067	Q8TDY2
ENSP00000430923	P41145
ENSP00000429706	P41145
ENSP00000366481	Q5JRR6
ENSP00000405798	Q00536
ENSP00000276052	Q00536
ENSP00000419803	Q9P2N7
ENSP00000475900	U3KQI3
ENSP00000360949	Q9P2N7
ENSP00000360949	A0A0C4DG80
ENSP00000360945	Q9P2N7
ENSP00000360945	A0A0C4DG80
ENSP00000262820	Q9P2N7
ENSP00000441029	Q9P2N7
ENSP00000444450	Q9P2N7
ENSP00000431085	E5RJQ8
ENSP00000349762	Q00536
ENSP00000429259	E5RIY8
ENSP00000428351	E5RIU4
ENSP00000429985	E5RGN0
ENSP00000429044	E5RJM2
ENSP00000429751	Q00536
ENSP00000417451	Q8N7X1
ENSP00000430504	E5RJS4
ENSP00000218348	P51784
ENSP00000366311	G5E9A6
ENSP00000366282	C9JBP8
ENSP00000366279	Q5JXD3
ENSP00000360973	P50052
ENSP00000220876	Q93045
ENSP00000429243	Q93045
ENSP00000430102	E5RGX5
ENSP00000470801	Q9UN76
ENSP00000366142	P17025
ENSP00000380165	P17025
ENSP00000418258	C9J7V5
ENSP00000366244	P10398
ENSP00000380189	P27918
ENSP00000247153	P27918
ENSP00000366238	P10398
ENSP00000366204	E9PAQ1
ENSP00000393163	A0A6E1WMD9
ENSP00000386393	Q2M218
ENSP00000354683	Q2M218
ENSP00000480858	A0A087WXA8
ENSP00000343206	P17600
ENSP00000247161	P19419
ENSP00000295987	P17600
ENSP00000366182	P19419
ENSP00000345585	P19419
ENSP00000428349	H0YAZ9
ENSP00000315173	P51814
ENSP00000366265	P51814
ENSP00000366149	B1AJV2
ENSP00000305847	Q96QH8
ENSP00000366139	Q96QH8
ENSP00000405380	Q5H9B4
ENSP00000218388	P01033
ENSP00000406671	Q5H9B5
ENSP00000327797	Q9UBK9
ENSP00000337393	Q9UBK9
ENSP00000480427	A0A087WWQ6
ENSP00000298396	Q99909
ENSP00000366090	Q99909
ENSP00000353739	Q96MG8
ENSP00000428099	Q96MG8
ENSP00000444026	Q96MG8
ENSP00000483262	O60224
ENSP00000469011	O60224
ENSP00000366216	Q5H9A7
ENSP00000485938	A0A0D9SER6
ENSP00000407278	B2ZWG8
ENSP00000380103	B7Z4K4
ENSP00000019019	Q9UET6
ENSP00000326948	Q9UET6
ENSP00000481765	O60224
ENSP00000469394	O60224
ENSP00000366153	P51508
ENSP00000341151	P51508
ENSP00000334641	B1AJV1
ENSP00000492857	A0A1W2PSE9
ENSP00000408054	B2ZWG9
ENSP00000390385	B1AQ29
ENSP00000366273	P51786
ENSP00000352946	Q9H237
ENSP00000348233	Q9H237
ENSP00000419212	C9JWI5
ENSP00000354978	Q9H237
ENSP00000322304	Q9H237
ENSP00000356546	Q9H237
ENSP00000446401	Q9H237
ENSP00000471683	Q8WUX1
ENSP00000481291	Q8WUX1
ENSP00000478807	Q8WUX1
ENSP00000429947	G3V126
ENSP00000352522	Q9UI12
ENSP00000379995	Q9UI12
ENSP00000347359	Q9UI12
ENSP00000365962	Q3MII6
ENSP00000365950	P98179
ENSP00000365946	P98179
ENSP00000430168	E5RGG7
ENSP00000312415	O60225
ENSP00000290558	O60225
ENSP00000366118	Q16384
ENSP00000407258	C9JWG4
ENSP00000403976	C9JHH7
ENSP00000389644	C9JMY2
ENSP00000483716	C9JJU1
ENSP00000416948	C9JJU1
ENSP00000402988	C9JNK4
ENSP00000483191	A0A087X091
ENSP00000365919	Q9H1Z4
ENSP00000218056	Q9H1Z4
ENSP00000346473	Q9H5V0
ENSP00000365891	P42768
ENSP00000410537	C9J3B7
ENSP00000480532	A0A087WWV5
ENSP00000417052	Q15125
ENSP00000337976	O43463
ENSP00000390031	C9JJ78
ENSP00000365877	O43463
ENSP00000405832	C9J719
ENSP00000304762	Q96QH8
ENSP00000487343	F2Z2Z9
ENSP00000408894	B3KUN7
ENSP00000360730	P78552
ENSP00000307732	Q496Y0
ENSP00000360705	P78552
ENSP00000360690	Q496Y0
ENSP00000416551	E7EVZ2
ENSP00000394880	E9PD24
ENSP00000379256	P61601
ENSP00000220931	P61601
ENSP00000428105	P61601
ENSP00000430476	P61601
ENSP00000310587	P61601
ENSP00000427819	E7EMW7
ENSP00000429084	O95071
ENSP00000220959	O95071
ENSP00000428693	E7ET84
ENSP00000308921	Q6PEW1
ENSP00000428781	E5RGA9
ENSP00000429879	E5RH63
ENSP00000428381	E5RIR4
ENSP00000429255	E5RIZ1
ENSP00000429918	E5RH44
ENSP00000393807	C9JTS9
ENSP00000360890	Q5JSH3
ENSP00000360887	Q5JSH3
ENSP00000254029	Q5JSH3
ENSP00000429611	E5RHX0
ENSP00000429786	E5RHH0
ENSP00000427835	E5RG49
ENSP00000360989	Q5JX98
ENSP00000360988	Q9P127
ENSP00000360961	Q5H943
ENSP00000346169	Q14141
ENSP00000360479	Q86UN6
ENSP00000442308	O15226
ENSP00000418715	Q14141
ENSP00000360485	Q86UN6
ENSP00000304803	O15226
ENSP00000346397	B1AMS2
ENSP00000360476	Q86UN6
ENSP00000378108	Q14141
ENSP00000334680	Q86UN6
ENSP00000341524	Q14141
ENSP00000353278	Q14141
ENSP00000276202	Q5JSL3
ENSP00000276204	A6NIW2
ENSP00000487829	A0A0J9YW64
ENSP00000297313	O76081
ENSP00000344630	O76081
ENSP00000486153	A0A0D9SEZ6
ENSP00000488984	A0A0U1RQG5
ENSP00000276500	O76081
ENSP00000217971	O00264
ENSP00000442821	O00264
ENSP00000217909	Q8WUT9
ENSP00000384670	Q9ULL0
ENSP00000360671	P05141
ENSP00000340975	A6NJG2
ENSP00000360464	Q8N5F7
ENSP00000320345	Q9H5V9
ENSP00000441786	Q9H5V9
ENSP00000494123	Q9H5V9
ENSP00000360497	O15541
